Zone 1 Power Consumption,Zone 2  Power Consumption,Zone 3  Power Consumption,Temperature,Humidity,Wind Speed
29184.4,18335.6,13407.2,13.39,69.94,4.917
29221,20305.1,19418.9,24.5,81.8,4.917
29820.8,19440.7,17239.5,12.87,53.92,0.082
29826.1,18393.8,16562.9,23.75,49.72,0.071
33452.1,20619.2,16959.4,22.35,49.52,0.082
34529.2,28268.2,15198.1,13.85,76.8,0.078
29713.8,18653.5,10084.4,17.3,79.6,0.078
38127.2,25154.4,27313.4,21.72,72.8,4.912
41395.4,25243.8,25052.5,16.9,71.8,4.912
42266.4,27107.6,26015.5,13.24,66.39,0.079
26814.9,15602.5,13101.5,16.36,80.6,0.087
32230.8,19133.1,16936,21.97,57.82,0.072
32631.6,18582.6,13585.9,21.39,67.07,4.918
24558.8,18832.8,11047.3,20.04,79.7,0.069
22900.1,11634.5,13321.8,20.01,81.1,4.915
25786.5,15953,11614.5,21.24,83.2,0.07
35960,27336.4,23479.4,28.36,60.92,4.902
25346.5,16573.9,12532.4,11.8,77.3,0.08
36573.5,23482.3,15303.1,26.99,47.88,0.286
35076.8,22436.5,13883.5,21.12,72.3,4.92
45790.4,26842.1,26065.7,21.39,59.31,0.076
39879.8,22098.6,26449.5,14.77,84.5,0.074
40239.4,21325.1,26292.4,16.53,85.3,0.069
41538.3,27884.8,28149.3,34.08,32.61,4.911
37832.3,25598.7,30541.3,32.54,38.59,4.921
37682.1,32664,16578.2,13.53,50.3,0.076
34043.5,21589.1,17308.9,14.65,67.51,0.083
29253.7,16700.4,13515.9,20.56,63.39,4.919
44727.7,29498.7,38223.3,27.62,58.46,4.91
27302.7,15945.5,14920.7,21.61,75.3,4.913
31658.3,17171.5,18391.3,14.29,88.7,0.069
33704.4,20188.6,18042.2,23,32.27,0.089
33820.1,23426.6,27860.1,23.59,65.69,4.904
40996.1,34006.3,29896.6,33.58,30.45,4.91
45563.9,27284.4,22857.6,23.51,82.9,0.275
37857.8,25040.5,30041.2,27.66,68.5,4.911
20433.4,12481.5,13729.2,14.87,72.4,0.072
34293,21585,16411.6,23.14,72.5,0.071
46819.1,27808.3,20833.7,21.41,82,4.921
26603,13107.1,14901.4,17.24,79.4,0.07
30769.2,22819.8,11329.2,12.29,57.82,4.923
35466.5,22149.8,17384.9,28.9,31.36,0.066
40863.9,34011.7,15725.3,15.42,78.4,0.083
32924.7,27350.7,13725.8,14.32,78.9,0.084
24337,16345.9,11407.8,20.13,87.2,0.077
36033,22855.7,21745.7,19.79,84.6,4.918
27962.8,17899.7,12598.5,20.65,81.8,4.92
24272.5,12554.4,10929.5,13.12,67.91,0.082
32845.9,19359.3,14980.7,20.69,82.2,0.074
23824.3,14502.4,14237.4,10.3,89.3,0.087
22086.1,13831,14440.5,9.32,76.1,0.088
22381.5,17981.4,10282.4,19.28,56.1,0.082
36721.6,23579.3,12821.4,21.01,83.4,0.068
26354.8,15266.4,11549.2,19.96,59.95,4.928
35378.4,21377.1,19833.5,20.48,70.5,4.919
25646.6,15264.4,17048.7,11.18,75.5,4.915
21387,10369.6,11242.3,18.93,66.09,0.079
22978.5,17996.3,10294,16.81,55.64,0.084
31756.5,18187.1,14085.2,21.8,59.73,0.201
27270.8,16484.4,14579.4,22.73,77.2,0.227
39149.6,22803.7,23614.8,13.59,61.18,4.919
30781.8,21402.3,21800.1,27.28,78,4.906
43322.8,26403.7,24719,20.59,67.9,4.919
24753.4,14994.5,14533,14.25,78.9,0.082
48681.9,31833.6,33603,22.48,48.92,4.925
34226,21768,13078.2,22.68,69.59,0.102
35176.7,20020.8,22579.2,30.96,43.73,4.921
28939.9,15567.6,15123.7,22.43,75.9,4.914
25758.2,21650.8,8355.34,11.07,49.73,0.078
24756.9,20573.6,12173.5,15.78,84.9,0.083
33265.4,27181.3,10481.6,16.12,59.71,0.085
34509.6,22720.3,10656.3,20.61,73.7,4.919
37584.8,31430.5,15535.2,14.53,80.7,0.081
32711.8,26879.4,11490,16.36,54.14,0.078
35461.2,23026.6,12944,23.13,67.97,4.92
39360,22953.2,24618.8,15.63,58.81,4.92
33062.7,19785,18450.8,24.38,59.42,0.329
27932.3,22113.2,10797.1,15.62,84.2,0.082
43486.1,26161.7,28102.9,21.23,59.98,0.083
25209.2,12611,12129.7,14.46,77.3,4.913
36524.1,21923.2,18638.4,28.94,33.17,0.087
24384.4,13816.2,12261.3,22.19,46.75,4.924
21791.6,18447.4,10037.9,12.01,53.3,0.077
25494.9,16852,17851.8,19.24,53.19,4.905
31900.1,21820.3,26353.8,25.36,37.31,4.917
21392.5,13269.3,13899.3,13.7,69.34,0.077
26962.7,22586.1,11686,14.07,65.65,4.919
31208.5,16787.5,13508.6,21.35,55.79,4.919
25310.8,17457,12144.6,12.37,82.8,0.082
38333.1,31423.1,15356.5,15.81,69.49,0.083
33830.8,20184.1,20456.1,13.94,85.8,4.915
22498.6,13768.4,12009.7,19.66,56.72,0.079
26569.1,17693.8,8625.41,18.19,86.8,4.914
37662.5,20877.8,18302,25.95,37.5,0.071
25782.5,19710.3,8718.37,11.8,75.8,0.083
27245.1,16785.1,16172.3,16.45,81.8,0.067
29255.4,21964.5,10577.3,17.41,71.1,4.915
26114.4,15953.8,11641.4,9.16,76.8,0.083
25098.1,15470.3,11449.4,22.02,76.3,4.916
37339.2,21241.5,16731.4,20.87,63.39,4.922
36256.3,23566,17528.9,14.2,75,0.075
38692.5,23684.4,24859.6,17.99,68.45,0.083
25686.8,20401.2,13107.4,18.02,71,0.087
38977.5,25926.1,28053.7,21.77,72.7,4.91
24087.8,13443.2,15761.5,15.64,86.8,0.074
34262.4,20181.3,18152.7,14.11,78.6,0.072
35102,21536.5,13031.5,27.25,41.75,4.92
33569.1,21352.9,24550.7,25.01,90.9,4.923
32205.6,20221.7,16119.8,25.24,24.19,4.923
30031.1,20111.4,25401.8,23.4,57.85,4.911
31323.1,25843.4,11022.7,21.44,59.97,0.073
35806.4,21737.5,18766.6,30.87,31.73,0.072
42756.5,26914.3,25075.7,13.95,75.9,0.087
21498.1,11421.2,8990.07,20.61,75.5,4.917
38734.6,24348.5,19663.4,25.75,83.9,4.924
45425.3,27039,26059.9,19.41,49.88,0.082
40020.2,28321.5,32505.4,34.82,33.05,4.908
36797.9,21053.6,17262.3,26.9,50.1,0.08
29461.8,16251.2,15497.4,14.09,59.7,0.082
47991.5,29518.5,28788,25.54,79,4.925
32078.7,21132.9,24510.1,20.79,72,4.914
35051,21670.6,18224.5,27.41,49.5,0.067
25730.9,16285.9,11706.7,20.02,68,0.108
42193.1,29012.9,27072.6,30.03,44.38,4.904
33376.5,21629.7,17728.9,26.95,42.5,4.923
23103.6,14811.6,16943.3,20.62,82.1,4.918
30942.7,23698.8,10061,17.61,84.4,4.919
37912.6,22537.3,16824.8,23.43,43.65,4.917
31236.2,19441.5,18166.2,17.97,83.1,0.066
45105.1,27063.6,20145.3,23.04,82.2,4.917
39124.5,26948.7,26904.1,28.55,47.05,4.907
35823,25245.6,34493.7,30.6,32.52,4.917
41918.2,28286.8,32272.9,25.37,85.5,4.922
22594.7,17998.2,10061,9.81,85.7,0.08
29058.5,21644.6,11080.5,21.27,69.45,0.071
43788.6,25058.8,25657.7,19.78,60.18,0.072
34763.9,19968.4,16032.7,20.87,79.2,4.914
28215.1,15545.1,17622.6,19.89,86,0.067
35476.9,26635.5,10872.3,19.79,56.48,4.921
22021,13258.4,14038.2,10.63,45.81,0.084
32369.2,26561.2,14076.1,13.19,79.1,0.08
34928.7,22595.4,18319.8,22.48,78.8,0.068
36954.7,22529.9,13971.1,24.22,36.38,4.92
29562.9,18449.1,17085,19.6,89.5,0.069
24504.6,18442.6,12196.6,12.54,87.8,4.922
39290.7,29115.5,26404.5,30.09,46.19,4.906
41626.3,24886.3,26024.1,13.34,59.47,0.086
34194.9,20322,17087.6,22.42,47.95,0.081
27955.5,18728.2,9261.52,19.12,79.1,0.108
31165,17741.8,21297.2,25.1,67.85,4.93
34152.9,20731.9,16030.8,14.61,67.79,0.085
25835,15689.2,15257,18.45,85.3,4.915
38819,25772.6,25957.6,12.23,88,0.077
37128.5,29773.6,16370.7,15.94,61.15,0.081
39493.5,24024.9,22549.7,29.07,27.48,4.923
37684.9,20364.6,23831.3,19.66,43.48,0.084
39773.2,25345.9,24676.6,12.2,64.87,0.089
34675.9,20655.3,16718.5,17.44,54.44,0.082
21905.4,11305.9,12596.4,14.03,88.3,0.084
34204.6,19928,17779.4,19.2,59.71,0.087
44810.6,29081,36759.2,28.35,42.86,4.92
34138.4,21292.1,18833.5,24.79,36.8,0.073
28456.9,16624.4,13116.8,10.67,84.1,0.086
31948.5,19418.8,20174.5,13.6,76.4,0.074
34849.9,24176.8,12891.4,20.91,85.1,0.077
31292.3,26386.4,10583.1,19.44,62.36,4.921
32870.9,20629.8,14943.6,7.44,67.45,4.917
23945.3,15738.6,13787,11.52,52.92,4.923
32042.6,26120.9,10095.6,13.03,77.6,0.087
48963.2,33175.5,35462.8,25.82,58.93,4.906
36484.2,22973.4,14079.3,21.68,91.8,4.921
29096.2,15759.3,10452,16.28,86.1,0.085
36449.6,15238.9,17441.9,12.68,65.14,0.084
24358,14392.7,14298.7,12.96,62.87,0.084
24738.5,18777.3,11722.4,15.47,85.1,0.071
29656.6,20569.8,22323.8,23.06,53.88,4.904
31149.9,17879,20462.5,16.4,79.1,0.086
24078.6,12401.7,12396.6,14.96,71.8,4.914
35038,19503.7,15532.3,24.48,42.61,4.916
38867.7,32939.3,16059.8,14.85,80.4,0.07
39147.8,30260.2,17315,19.86,77.4,4.917
45412.7,27351.1,26794.5,24.78,55.37,4.922
29348,17947.6,11861.2,20.12,72.7,0.289
32321.7,19627.7,17652.4,13.67,87,0.07
24012.2,14535,15325.3,14.9,85.4,0.074
35642.8,21763.5,18504.3,22.13,68.74,4.923
47049.4,28978.3,26194,18.99,71.8,4.922
38561.4,23676.9,13944,24.11,65.76,4.932
25428.4,17940.2,7925.11,17.16,89.7,4.998
26130.3,14310.2,11731.8,20.09,75.4,4.915
32347.5,19085.2,18875.1,24.36,47.54,0.079
31220,17940.2,12360.4,21.51,73.4,4.921
38325.4,24873.1,22311.7,25.81,58.35,4.912
32493.8,22045.3,21114.1,25.74,62.94,4.921
29026.9,20700,10125.2,20.07,89.7,0.066
38299.8,26081.9,28571.3,27.85,41.71,4.91
25098.5,14436.7,16477.1,16.24,76.8,0.082
34273.3,23022,15120.7,24.79,73.4,0.35
28948.8,13718.1,15959.3,14.62,88.9,0.071
36579.8,25566.7,11131.7,22.33,68.92,4.919
36963.2,22868.6,20233.8,22.62,69.67,0.074
25482.9,14993.9,12264.7,14.05,89.7,0.082
37001.3,22696.5,19903,24.89,56.21,0.073
39976.7,21323.1,24280.6,21.83,68.38,0.079
40569.3,25583.9,23834.5,24.73,86.7,4.912
25573.4,16401.7,11549.2,18.94,92.5,0.066
33738.9,20301.2,16867.7,17.37,59.17,0.083
39963.5,33650.8,15454.5,19.46,30.47,0.086
25638.1,14572,15480,11.24,87.5,0.066
29988.9,19792.5,22998.6,22.53,76.6,4.923
42169.8,30011.4,27094.9,28.58,40.09,4.905
29539.9,19538,23389.5,23.63,54.26,4.923
39651,25372.1,15067.8,26.03,45.35,0.308
24242.8,13912.4,15470.5,14.33,86.6,0.072
24606.3,16308.3,16509.6,25.06,93.1,4.911
27991.9,17405.5,12682.4,8.05,84.7,0.085
23824.3,14469.5,14249,13.27,86.5,0.084
29996.6,15785.7,18885.8,20.14,59.41,0.075
42866,27661,17828.6,20.06,88.1,4.915
37307.7,24815.4,16626.4,21.07,65.2,4.917
25017.9,12585.3,16599.3,13.43,90.5,0.066
27213.5,16465.7,10537.4,20.29,69.42,0.277
24827.8,14875.5,15204.5,17.23,88,4.913
36257.4,21764.6,21019.4,9.68,82,0.074
35981.6,19862.2,19010.3,15,70.6,0.072
35228,24475.5,12512.1,19.77,90,0.072
35058.6,21828.1,21108,26.5,75,4.918
29527.2,20221.5,20834.8,23.63,47.25,4.91
24206,13187.5,10572.7,20.45,78.7,4.922
28904.6,25493.8,12318.1,17.26,74.6,0.068
31061.9,18654.9,16338.6,25.47,49.58,0.314
32953.8,27606.2,14330.6,12.49,54.15,0.086
33010.6,20618.8,16100.2,16.6,73.4,0.072
33419.2,20888.8,18176,21,43.18,0.085
24882.1,20019.6,7272.03,16.06,68.29,0.075
22255.7,13335.4,13592.9,10.45,86,0.085
39313.3,23647,15591.4,22.85,76.5,4.917
48004.3,32772.5,38219.4,27.48,77.5,4.904
32190.8,26750.8,13069.9,21.65,63.64,0.074
30030.8,25036.4,13370.6,17.24,52.65,0.076
22486,12620.4,11444.2,21.61,68.39,0.082
38833.8,26719,32704.3,30.73,57.49,4.903
24480,22131.8,9698.31,8.73,89.8,0.08
34859,19717.9,17141.1,13.96,75.3,0.072
35626.2,24358.5,21617.4,14.98,75.5,0.076
25999,16993.3,17945.1,5.641,77.7,0.08
28736.2,18436.7,21244.5,24.13,85.7,4.913
24095.4,15833.3,11732.7,20.19,86.3,0.072
20763.5,15332.3,9767.11,13.24,81.5,0.082
31018.2,17473.2,16554.2,13.28,68.71,0.076
35105.4,20674.4,15718.1,14.75,64.49,0.075
36866.5,23306.4,14720.7,26.94,36.25,0.273
35386.5,22269.9,18751,25.35,53.28,0.07
27646.7,15455.3,11567.1,21.92,79.1,4.918
34310.7,23652.8,24821.6,21.7,54.58,4.917
36901.8,21900.9,21745.7,18.15,87.3,0.07
22226.2,11769.2,12134.4,20,81.6,0.068
28800,19377.1,8284.04,19.65,83.5,4.912
28073.9,15133.1,18507.3,14.45,52.5,0.084
35013.2,22748,17396.6,21.16,67.57,4.921
31184.8,26327.1,9605.76,14.14,42.42,0.077
26557.2,15829.5,14655.9,21.02,58.89,4.921
45037.4,27808.3,28392.4,21.52,83,0.068
31517.3,20901.3,24082.3,20.82,72,4.921
38527.2,23313.9,21368.1,29.99,26.12,4.921
35351,23119,27817.9,24.37,87.2,4.916
31778,18391.5,17251,19.87,58.95,4.921
35033.8,28617.8,16852,20.74,75,0.074
21733.7,13798.2,13868,9.16,60,0.083
31355.1,25605.4,9772.87,16.87,56.98,0.087
40123.9,23330.5,24631,14.51,54.17,4.797
32036.9,25743,9808.19,18.52,61.28,4.925
38306.2,26534.3,26266.1,28.24,37.79,4.91
36229.4,22906,13508.6,32.69,26.51,4.921
23607.7,15357,16285.9,21.54,69.51,4.916
33284.1,21063.8,20645.8,10.78,78.2,0.088
30289.5,19246.9,17141.6,19.05,78.2,4.911
21885.6,13918.5,14186,9.06,60.67,0.088
32464.3,18296.9,21358.5,13.78,66.37,0.083
24230.4,13410.2,15930.2,15.75,86.3,0.083
28167.3,24117.8,12227.6,13.23,55.51,0.077
31059.9,21050.2,14691.5,19.38,73.1,4.92
36599.6,23290.4,18650,21.5,67.6,4.921
21840,17297.1,9195.18,16.9,68.29,4.92
20937.7,12696.7,14035.7,12.45,66.28,0.083
33520.9,28197.6,14284.8,12.52,78.9,0.074
32851.5,20378.1,15965.9,11.29,75.6,4.914
39113.8,33017.4,17592.3,19.33,64.88,0.081
30279.9,19503.8,24239,22.15,78,4.922
21363,13375.1,13948.9,7.44,81.1,0.076
24657.7,14484.1,14823.9,10.94,83.1,0.073
34941.5,29450.8,14851.1,13.07,85.1,0.071
36443.5,22417,19020.7,14.52,56.79,0.083
37467.9,18718.5,24960,18.94,63.36,0.082
25354.2,15496.5,15690.8,20.68,89.6,0.066
33233.2,22450.6,21702.4,25.23,77.4,4.917
20979.7,12508.9,14544.6,20.43,82.9,4.916
21025.1,17073.9,9421.37,12.12,48.83,0.077
28314.1,17239.7,16840.6,24.29,89.3,4.916
27162.5,18011.2,9966.74,19.64,85,4.918
37756.4,26393.7,27457.8,31.54,18.07,4.903
32035.4,19595.1,19242.6,12.34,79.8,0.075
25446.1,15745.9,14625.5,9.53,76.6,0.075
34811.8,21481.1,18346.9,20.88,71.1,4.925
43723.9,23326.7,27531.6,18.63,72.3,0.072
39185.1,24083.9,24035.7,13.61,64.44,4.917
32208.8,20350.1,13038,19.58,74.5,0.288
21990.5,12981.2,14177.1,11.44,65.58,4.915
40808.1,24255.3,24701.4,13.8,71.1,0.074
25735.4,21075.6,11375.4,17.3,65.65,4.92
24298.8,13468.2,13363.2,21.88,72.9,0.067
28952.6,18654.9,13351.4,20.78,85.3,0.074
32684.1,19255.7,18376,25.04,40.84,0.074
29651.7,25425,13120.8,10.23,73.1,0.085
28529.2,23362.8,12572.5,16.1,55.7,0.082
31540.3,19969.6,17841,13.81,45.68,0.081
25831.2,20133.8,7629.29,5.565,86,4.913
29234.7,20235.3,18724.5,25.58,42.11,4.904
30333.1,26489.1,13351.3,13.25,54.21,0.076
29259.5,19378.3,13508,19.08,63.39,0.082
18088.9,9969.51,9847.74,15.25,61.95,0.081
29551.9,17595.8,14455.9,21.63,88.8,4.912
26882.1,18733.5,7695.69,16.89,85.7,4.917
35877.1,23142.3,13177.4,25.6,43.59,0.092
36977.5,23908.9,26287.5,25.87,75.1,4.919
24540.8,16500.9,16279.5,8.9,77.8,0.083
25185.3,13824.4,16110.5,12.75,71.5,0.084
31796.9,24274,10317.1,14.57,57.32,4.927
31282.1,25701.1,9686.43,11.94,69.85,0.084
19783.3,13272.9,14070.4,16.54,56.94,0.081
38459,24269.9,24145.7,11.71,88.9,0.068
41400.8,26543.5,31287.1,23.88,74.2,4.926
27631.9,22766.5,8994.96,12.5,44.83,0.073
38042.8,25712.7,31366.7,32.74,37.52,4.92
33775.7,19569.5,17489,25.57,43.19,0.084
25417.7,14123.1,17475,20.54,88.7,4.914
27511.5,18732.9,19659.9,25.33,82.7,4.912
21335.4,16238.1,7969.27,11.36,86,0.08
27931.1,17069.9,13318.6,12.01,76.4,0.082
37594.2,23687.9,23045.8,19.02,86.7,0.07
32660.4,16942.7,19010.3,17.78,74.3,4.913
25907.7,12812.2,15880.6,14.74,75.8,4.912
45033.9,26342.7,19865.3,20.83,72.1,0.067
19746.8,13265.7,13665.5,6.091,84.9,0.083
19772.3,13686,7286.75,15.39,87.1,0.074
35831.6,20756.7,17950.4,21.51,61.03,4.921
39495.1,34133.2,16756.8,15.56,60.31,0.079
32538.7,18168.6,18658.9,16.57,64.99,0.074
37022.2,26039.2,24443.8,34.23,37.35,0.069
30400,25907.3,12815.4,13.23,85,0.082
23453.2,13816.4,14828,14.87,85.7,0.076
39669.4,27459.5,28239.7,36.65,21.71,4.917
38993.2,26962,28077,30.63,34.88,4.919
40587.9,25401.3,29396.5,33.08,28.55,4.918
38900.8,26663.6,27072.6,28.78,45.52,0.072
37580.2,22269.9,17091.7,22.39,85,4.915
32726.2,27502.1,15712.8,16.35,85.3,0.082
33568.2,20608.3,20629.7,19.64,85.4,0.067
43835.5,24914.1,27333.8,21.17,52.09,0.064
47636.4,31135.4,45170.2,26.05,56.92,4.906
34772.7,21377.5,21351.3,17.18,70.3,4.915
34509,19755.1,18050.7,21.66,58.82,4.924
39154.4,32995.4,16313.1,13.49,82.5,0.074
34363.9,21347.6,16664.5,14.12,78.4,0.076
22073.8,16787.6,10010.6,13.28,71,0.081
27568.9,18057,21557.8,24.04,84.1,4.915
42762.1,29556.5,34842.9,28.11,73.5,4.904
28793.8,18113.6,14219.6,20.45,51.32,0.084
28187.2,16492.7,16780.6,10.91,80.4,0.072
36543.8,23889.9,32457.2,25.84,83.7,4.914
28942.6,14773.9,18164.4,19.96,61.64,0.073
37154.4,22665,23282.9,15.97,57.81,4.922
27640.7,17000.6,17187.4,10.36,90.6,0.077
21775.2,12816.3,11386.2,12.83,75.4,0.081
26422.5,13920.7,14969,15.85,78.8,4.908
38856,23892.3,21631.6,25.31,86.8,4.922
30939.1,18909.2,15522.9,13.92,70.1,0.102
28315.2,18410.1,22063.9,25.9,39.88,4.914
34717.5,21532.8,13200.7,24.69,63.09,4.925
31114.2,17483.6,14851.9,20.2,52.85,0.079
40613.4,28758.2,29697.7,29.35,63.01,4.909
22304.8,15735,16383.6,16.22,57.94,0.081
27022.8,15943.4,15077.1,22.49,69.39,4.92
24824.1,13531.8,12702.6,19.85,76.7,0.339
47313.8,32035.1,37190.2,26.48,82.3,4.904
34836.9,28476.4,16614.9,16.28,67.11,0.079
41372.5,28283.5,32077.7,29.04,55.92,0.064
34267.5,22288.6,22449.2,19.62,86,0.076
34471.9,22075.5,18650,21.87,70.1,4.92
35074.7,19379.3,15509,24.54,43.58,4.92
32678.3,20020.3,25618.7,27.3,79.5,4.916
43947.6,25906.1,25827.1,15.18,77.2,0.072
26479,17241.3,12428,11.88,82.1,0.078
44793.2,26689,25484.5,14.02,71.2,0.081
34522.2,22402.9,13025.7,22.63,73.2,0.066
35439.3,24833.3,11219.9,22.71,65.76,4.922
28428.2,19124.1,9127.29,19.09,79.7,0.101
21111.9,13382.4,10917.9,12.06,82.2,4.921
22516.9,17821.5,10617.8,14.99,86.6,0.081
27842.1,16274.7,12640.5,18.46,80.3,0.083
25253.2,21017.5,11484.3,7.56,79.6,0.081
31187.7,26386.4,8264.1,15,75.7,0.083
35847.5,23358.1,17864.7,13.47,83.5,0.074
24452.8,14643.3,12296.4,24.36,91,4.916
24400.7,14808.5,11294.2,11.98,65.51,0.086
44630.5,27224.5,27139.9,20.91,75.5,0.067
23235.3,14071.7,14327.6,15.6,59.95,0.081
39621.2,24334.4,23302.3,22.68,60.44,0.08
31003.1,25783.9,11254,22.42,50.07,0.084
24534.7,16034,14342.2,10.15,80.8,0.08
23629.4,15720.4,15643.4,10.94,78.1,0.074
27427.1,17401.8,12272.6,14.36,59.95,0.079
33126.1,20586.6,16403.2,15.23,74.5,0.073
31135.5,18951.1,18865.7,19.72,67.28,0.081
38812.3,31920.2,18344.1,19.35,74.5,0.073
31714.1,25730.6,10723.6,14.54,64.5,0.083
34865.2,18842,22845,27.63,55.14,0.069
28934.3,16928,17562.9,22.3,90.4,4.916
43590.5,25721.6,25251.4,14.9,67.42,0.082
31440.3,25513.3,11294.1,16.47,67.58,0.076
35744.8,22121.6,16788.4,14.34,57.5,0.083
29627.4,24942.6,12458.1,16.03,71.1,0.075
32986.2,20178,15497.3,21.81,87.4,4.915
45082.7,30860.4,34674.4,21.49,51.45,4.905
34400.7,20217.1,17100,15.28,64.22,4.915
38414.9,25485.1,27313.4,28.75,34.55,4.903
46418.8,31164.5,36209.2,26.39,82.6,4.905
32902.6,21342.3,12313.7,22.1,73.4,4.923
24356.9,19580.6,11138.3,17.32,54.52,0.078
28541.9,16305.9,15175.4,22.66,67.07,0.067
37506.8,23923.4,19257.8,13.99,49.72,0.082
23138,13840.2,13877.4,11.45,84.4,0.079
27355.2,19543.4,20831.1,21.06,81.7,4.911
29542.2,25089.9,9467.47,17.03,45.73,0.085
42901,25615.8,25743.4,12.57,74.9,4.915
40418,22953.7,24120,17.29,86.5,0.067
24966.3,15165.3,14324.2,15.75,89.3,4.913
45199.6,24210.2,28125.1,17.81,50.22,0.089
30047.8,19475.1,14397.1,17.97,92.4,0.075
34209.6,21757.2,12337.8,26.94,50.65,0.261
48899.3,32947.4,34951.2,25.72,59.83,4.904
35166,22522.8,26805.7,28.4,63.33,4.908
24613.8,14990.7,14796.4,15.84,71.2,0.081
28331.6,23226.8,9726.77,17.3,61.45,0.083
47258.8,28257.4,21622.1,22.37,54.65,0.269
32135.7,17494.1,18664.7,16.69,82.9,0.075
23869.2,15501.3,18075.3,23.99,85.5,4.917
23014.8,18278.6,12522.8,19.33,53.69,0.082
40900.5,26905.1,34819.1,24.06,85.9,4.914
24336.8,14816.1,14236.8,21.13,42.2,0.079
38342.6,27220.3,30143.6,39.41,13.34,0.071
30994.3,22598.7,25082.5,21.54,61.46,4.908
24853,14983.3,14948,15.32,69.31,0.073
29959.4,17761.7,15604.4,14.2,91.4,0.07
25710.8,22775.2,13220.2,17.88,82.8,0.072
38862.4,33105.9,15448.7,15.95,72.8,0.073
23922.4,11820.7,14916.8,15.05,78.2,4.91
30606.1,19148.9,18501.5,13.93,71.4,0.073
24629.4,14317.7,12683.8,17.14,67,0.081
33224.2,19737.8,16275.5,19.06,63.04,4.92
43200,25891.5,24543.9,22.02,49.45,4.915
32448.8,21887.6,10230.3,18.9,86.4,4.921
28276.9,19254.8,8549.54,16.97,89.2,4.952
37022.2,22716.5,31077.5,28,70.2,4.917
30772.5,25341.9,12342.9,20.84,81.7,0.08
32997.5,20437.9,16482.9,18.31,54.89,0.083
22789.8,11989.1,14455,14.6,57.18,0.081
22188.3,12515.9,13836.8,14.36,88.2,4.91
30114,19724.1,23570.2,23.12,89.4,4.913
39033.2,20202.4,22372.3,14.38,79.4,0.084
29648.4,30451.9,26462.3,26.61,72.5,4.922
24406.8,14819.5,14947.1,12.96,56.94,0.081
34287.2,20379.2,18728.7,16.25,85,0.072
38776,22343.2,12430.4,23.04,85.3,0.076
34408.8,21103.3,12424.6,20.68,55.49,4.917
22783.3,18609.4,9173.59,9.09,91.7,0.08
43673.9,27381.2,25636.6,10.95,70.5,0.077
41727.4,22534.8,26955.6,16.27,84,0.066
26079.3,15290.6,13573.4,20.88,73.9,4.914
31504.6,21106.3,26221.3,27.3,56.02,4.909
28696.3,22672.3,15769.1,16.16,58.19,0.079
39511.9,24671.1,23919,11.24,61.5,0.087
45546,25622.9,27659.8,23.74,58.37,0.081
22572.2,13386,14284.3,8.29,80.6,0.081
39141.3,24900.9,25607.7,11.49,73.1,0.077
43509.9,26604.3,25596.1,14.42,68.86,0.084
35380.3,22103.3,16557.1,18.11,42.47,0.089
36765.6,22862,18529.2,14.24,48.45,0.081
35509.4,24968,11314.1,24.24,58.43,4.92
29425.1,19549.4,23148.5,23.87,85.9,4.918
42829.4,26509.4,25613.5,12.45,64.84,0.086
33468.8,20958.5,18123.6,17.64,77.4,0.074
23796.6,14498.5,13349.3,11.48,78.5,0.081
28519.3,18857.1,17870.5,13.95,71.7,0.076
21347.5,17081.3,8816.33,11.96,63.15,0.085
39682,24926.4,24156.1,15.09,77.2,0.072
44378.5,28415.4,19299.2,18.38,91.3,0.093
34591.9,23916.5,23540.1,27.3,45.08,4.909
31598.1,20599.2,14146.1,20.13,78.8,4.918
33016.3,20502.1,15346.5,15.52,60.45,0.084
40944.4,23366.3,19027.4,21.33,76.3,4.914
32042.6,26595.9,13535.7,14.11,79.4,0.082
31683.1,16500.6,18635.6,21.77,54.89,0.089
36994,22872.3,13685.1,23.94,76.6,4.916
31953.8,22012.4,15939.1,20.17,74.5,0.068
24425.9,19489.4,10602.6,9.37,86.4,0.084
35638.8,20632.2,18507.6,15.28,90.3,0.072
28739.2,22792.3,9507.8,16.84,62.55,0.084
36398.5,30215.4,14780.3,16.07,73.1,0.076
41106.3,28993.9,27620.3,33.11,40.68,4.906
38903.6,24115.2,22241.3,19.99,75.3,4.919
30596.1,18993.4,13486.7,18.33,84.2,0.172
42327.4,28564.3,27343.4,28.97,41.41,4.907
29490.4,19478.8,20746.8,21.93,65.56,4.912
49468.2,32236.5,35204,24.04,62.12,4.902
43626.9,24979.2,19121.6,21.54,79.8,4.922
44943.8,27330.1,26469.4,12.13,71.4,0.084
27570.3,18733.5,9966.74,19.81,85,4.914
35772,22025.3,28914.5,28.45,70.9,4.917
38824.6,32455.8,20327.7,19.61,66.48,0.072
33818.7,14961.7,16828.9,13.89,55.69,0.086
38424.3,31032.8,16180.6,13.08,78.1,0.084
35980.9,22015.4,14144.1,19.27,77.7,0.284
27887.8,21953.2,27516.7,25.01,84,4.918
24714.5,14660.1,15023.8,15.31,69.15,0.073
31462.8,18497.8,18067,19.59,79.1,0.082
39824.1,30109.8,26637.8,23.06,68.72,0.067
25470.4,15446.8,14989.9,3.582,79.2,0.087
32986.3,20564.1,15429.4,16.48,73.2,0.071
31917,17675.4,16788.4,16.87,48.45,4.918
